id,cuisine
29481,italian
40996,italian
34470,french
31147,mexican
35932,italian
27221,italian
48301,italian
29925,brazilian
48640,filipino
22873,chinese
10565,cajun_creole
15509,italian
37569,french
13306,chinese
40474,brazilian
15182,chinese
8609,chinese
32168,japanese
1125,greek
25244,italian
46889,chinese
13841,indian
47135,indian
29036,indian
43533,chinese
41631,mexican
22124,moroccan
18836,cajun_creole
35695,french
5141,indian
41894,french
4972,italian
34195,cajun_creole
14183,chinese
15188,cajun_creole
8734,italian
30946,greek
5588,cajun_creole
49554,french
1270,cajun_creole
1259,chinese
45986,greek
22351,italian
300,mexican
9278,southern_us
10021,southern_us
17014,moroccan
40855,italian
18362,chinese
16292,chinese
29924,indian
47174,chinese
4856,italian
15417,italian
19875,jamaican
42228,indian
36264,mexican
14571,southern_us
23496,chinese
43879,italian
23431,indian
5499,brazilian
247,brazilian
48795,indian
47113,french
489,mexican
13036,chinese
4838,mexican
40630,indian
17576,french
29972,french
8123,indian
35918,mexican
42669,cajun_creole
24632,irish
35740,chinese
45670,italian
28041,filipino
46688,chinese
10309,thai
15367,mexican
30562,irish
47151,moroccan
47300,french
31200,mexican
5749,french
41807,italian
13990,cajun_creole
23572,greek
872,italian
38085,southern_us
5248,french
26309,brazilian
26880,mexican
41559,mexican
8059,chinese
26041,mexican
30019,indian
7207,indian
30309,french
2092,italian
8023,chinese
4016,british
24631,italian
35068,russian
8523,mexican
28463,french
8629,french
43829,cajun_creole
22129,greek
34505,chinese
38200,chinese
36513,japanese
32187,italian
7788,southern_us
31130,filipino
40483,cajun_creole
2224,southern_us
14143,french
22889,cajun_creole
17406,chinese
10451,italian
19844,italian
23416,french
33874,greek
39951,french
41361,mexican
44659,thai
8836,southern_us
21709,indian
22993,mexican
39191,southern_us
17182,mexican
20507,chinese
42397,brazilian
18897,greek
3797,mexican
11041,brazilian
807,filipino
3514,cajun_creole
12936,chinese
15050,french
43377,chinese
10471,mexican
30721,cajun_creole
14333,indian
6260,cajun_creole
7712,brazilian
19048,southern_us
21455,mexican
18575,southern_us
47647,italian
35947,mexican
14499,italian
43525,british
5723,italian
48497,italian
43822,italian
525,greek
30594,mexican
47948,southern_us
2099,indian
43863,mexican
24711,thai
15230,filipino
21680,indian
36218,mexican
41622,chinese
34809,italian
5110,french
27214,greek
34803,filipino
36822,chinese
6912,vietnamese
20373,british
29157,french
6327,indian
35502,mexican
8305,greek
35598,filipino
48538,indian
49358,chinese
44506,mexican
39146,indian
29270,russian
20560,japanese
24169,french
41537,brazilian
10431,french
31517,filipino
34049,chinese
26964,mexican
49655,italian
9101,italian
30377,french
7046,indian
47969,italian
18971,french
38891,italian
29506,indian
40305,italian
21255,italian
15578,mexican
24894,southern_us
32089,chinese
46097,indian
40982,italian
12543,indian
38366,southern_us
32925,italian
17506,thai
48389,cajun_creole
41804,chinese
9961,chinese
24939,indian
39599,italian
45838,mexican
48875,british
25531,chinese
3009,cajun_creole
31965,italian
16901,italian
13370,italian
2954,korean
40353,french
8207,chinese
10933,japanese
38206,southern_us
14110,mexican
19128,greek
32616,indian
27748,indian
31858,british
20510,greek
17602,indian
35665,irish
46589,indian
8178,mexican
34880,italian
42527,italian
29682,filipino
32166,thai
30343,british
15385,cajun_creole
18372,mexican
29211,italian
23269,chinese
4561,french
27365,indian
49032,italian
22064,greek
12060,indian
47834,indian
25815,irish
34036,indian
19326,filipino
44078,thai
31090,irish
17485,italian
708,indian
5350,korean
29754,italian
18309,irish
46871,french
27300,british
41890,filipino
49548,french
11392,greek
1354,mexican
48819,british
19097,russian
42113,italian
24060,chinese
25849,mexican
4543,french
25306,indian
41966,greek
48719,indian
48191,indian
8826,british
42703,french
16083,italian
26613,indian
28088,italian
39965,irish
36239,french
4322,indian
9951,french
3045,mexican
28585,greek
39841,italian
25913,thai
39715,chinese
23135,moroccan
47022,indian
24160,mexican
18619,italian
12574,chinese
22681,mexican
33692,cajun_creole
538,russian
22118,chinese
21890,southern_us
36340,cajun_creole
27973,brazilian
12870,mexican
22564,chinese
35063,chinese
7000,irish
11318,cajun_creole
47001,french
11395,japanese
23507,southern_us
47242,french
48957,italian
17721,italian
25138,southern_us
47438,italian
47162,chinese
42459,french
6486,indian
24116,indian
31596,chinese
38887,chinese
10665,chinese
13712,filipino
2633,chinese
35784,indian
45204,greek
46722,southern_us
34949,french
35321,filipino
46430,french
34431,french
30890,japanese
42132,southern_us
15702,french
47719,british
45160,mexican
20600,brazilian
10800,greek
30479,southern_us
9457,italian
26571,indian
42942,italian
36635,indian
43617,chinese
16911,italian
122,mexican
22340,italian
37007,greek
23595,italian
25233,italian
5503,korean
47338,mexican
44695,filipino
7141,italian
14564,italian
19655,british
35326,mexican
35922,mexican
28171,french
1322,italian
14923,mexican
42344,italian
16380,mexican
15233,chinese
8338,filipino
41014,filipino
30440,mexican
23043,cajun_creole
20788,french
14375,chinese
1184,chinese
34280,italian
46171,cajun_creole
31834,korean
14759,greek
15855,korean
6662,italian
15056,greek
34873,jamaican
20089,mexican
20015,cajun_creole
18402,italian
6418,french
1454,chinese
14070,thai
26424,chinese
27349,mexican
26459,filipino
13151,italian
12264,cajun_creole
18366,italian
46851,italian
18954,italian
39858,chinese
43500,indian
21656,french
10505,chinese
5313,indian
28951,cajun_creole
19961,indian
1795,italian
9917,french
26180,mexican
9726,italian
47689,greek
7866,indian
41625,mexican
35160,mexican
4430,italian
39082,british
46186,chinese
11988,indian
24177,french
31849,italian
41194,moroccan
36968,mexican
42330,chinese
36791,mexican
19704,italian
4933,mexican
4255,mexican
37105,italian
35848,mexican
17416,mexican
39066,italian
36270,chinese
24406,british
20517,british
27630,mexican
19670,french
4685,greek
45260,italian
378,chinese
40841,french
27632,japanese
12193,mexican
38047,mexican
10170,italian
25043,french
23851,italian
14743,japanese
13294,french
26466,chinese
32002,french
37526,mexican
8888,italian
38945,italian
38546,mexican
38869,french
10556,mexican
3296,french
25977,cajun_creole
32025,mexican
44087,greek
32762,irish
824,brazilian
44636,italian
542,cajun_creole
38218,chinese
41930,indian
1987,greek
37378,irish
8873,cajun_creole
1513,chinese
44013,chinese
38042,indian
11576,cajun_creole
24510,cajun_creole
823,french
23443,chinese
34870,indian
3846,italian
14993,italian
16854,mexican
5886,mexican
33793,italian
2999,mexican
20843,italian
29153,irish
33790,mexican
16516,indian
37887,french
18466,indian
48033,french
45404,italian
4175,mexican
31986,italian
38555,indian
26832,chinese
19810,mexican
49086,japanese
39579,cajun_creole
25551,mexican
42549,indian
22052,mexican
45632,italian
4143,mexican
11310,italian
32839,japanese
48171,korean
22896,southern_us
10878,mexican
31643,mexican
47624,french
35141,french
13498,japanese
24566,italian
16533,irish
15437,mexican
19426,greek
32416,mexican
2427,italian
9178,southern_us
40606,italian
28450,japanese
7946,italian
21756,french
17843,southern_us
44066,british
7427,chinese
11297,italian
42965,greek
23067,cajun_creole
35066,indian
27938,greek
39075,italian
20200,italian
19823,mexican
12336,chinese
34714,mexican
45388,italian
25639,french
33985,french
25524,filipino
19641,irish
11106,irish
22165,french
35412,italian
23475,japanese
1570,italian
12815,italian
37253,greek
16900,indian
7701,italian
49391,spanish
1132,greek
13051,chinese
2284,chinese
21410,british
25604,italian
45746,mexican
35911,southern_us
26608,japanese
16991,french
40657,mexican
47960,italian
38408,southern_us
1295,french
40139,cajun_creole
38538,british
26420,italian
10326,italian
5181,italian
18210,indian
3241,irish
27062,italian
41527,indian
45484,mexican
38755,french
47246,italian
164,italian
723,italian
299,brazilian
1519,mexican
34077,japanese
45254,indian
34760,irish
11154,french
26274,french
15081,italian
45100,mexican
1417,cajun_creole
32083,italian
29971,italian
17679,cajun_creole
36539,filipino
34975,indian
4633,southern_us
10321,greek
35565,french
26919,chinese
9549,brazilian
31863,southern_us
22053,italian
19443,greek
18540,italian
23354,italian
13859,cajun_creole
23904,thai
6675,british
18595,southern_us
12967,chinese
17283,southern_us
23211,chinese
14358,mexican
31398,indian
42650,irish
25258,mexican
18457,vietnamese
11810,indian
9499,french
11943,jamaican
6810,chinese
34323,french
23296,chinese
45927,italian
45196,southern_us
19917,japanese
20210,mexican
41629,filipino
39907,french
4956,mexican
37058,mexican
20859,korean
3315,british
4401,filipino
21361,italian
44164,southern_us
26391,italian
47771,italian
44140,french
43739,indian
12481,italian
12292,chinese
15965,indian
23409,brazilian
39005,chinese
2774,indian
14529,chinese
16926,chinese
26890,italian
9663,italian
43052,mexican
24193,mexican
5476,italian
10048,italian
1981,filipino
12194,chinese
22202,french
7626,chinese
37365,mexican
44144,indian
37723,french
47194,jamaican
30827,italian
33108,indian
2075,filipino
6326,italian
11083,mexican
30311,chinese
45371,indian
18232,indian
9768,filipino
6648,chinese
35650,cajun_creole
23013,italian
6669,mexican
42670,mexican
18155,cajun_creole
44622,chinese
28426,cajun_creole
23743,mexican
14176,brazilian
9576,italian
36577,mexican
16671,italian
22964,french
16424,french
47225,japanese
17565,french
36401,jamaican
30314,cajun_creole
32982,cajun_creole
21866,cajun_creole
1475,italian
13053,french
33983,brazilian
24051,french
22800,french
16561,chinese
2740,italian
219,mexican
48737,chinese
2164,italian
13579,cajun_creole
71,italian
12420,italian
35209,mexican
11472,indian
43172,chinese
24927,cajun_creole
37102,italian
10743,italian
27874,mexican
9565,french
21419,french
767,chinese
28308,italian
37605,italian
9558,british
31527,french
2419,chinese
7541,chinese
11400,greek
23487,chinese
8087,cajun_creole
21906,british
48830,mexican
37328,british
45490,italian
9710,italian
16153,mexican
39537,indian
13923,filipino
8120,mexican
12923,cajun_creole
1556,brazilian
6871,french
34201,mexican
36146,french
33170,cajun_creole
20082,mexican
26517,italian
15214,indian
34092,italian
40902,cajun_creole
44452,greek
2083,italian
44897,mexican
17850,filipino
26693,irish
19618,chinese
35589,indian
46084,cajun_creole
17256,mexican
47570,korean
32796,indian
27047,french
39487,cajun_creole
130,vietnamese
17627,cajun_creole
29072,irish
1108,cajun_creole
22666,cajun_creole
41630,cajun_creole
27289,italian
42299,mexican
36078,italian
7098,british
46999,filipino
28791,chinese
39576,mexican
2447,italian
22449,cajun_creole
23828,indian
5660,chinese
47460,french
17912,cajun_creole
12288,brazilian
44037,italian
20875,mexican
6500,korean
13813,mexican
4907,mexican
38186,greek
9816,mexican
8170,cajun_creole
21681,spanish
42384,french
35366,cajun_creole
34244,indian
35421,mexican
33457,indian
28026,filipino
38122,italian
21362,greek
42253,cajun_creole
21994,italian
34457,thai
40229,mexican
10181,mexican
38257,brazilian
40992,british
15617,italian
34754,mexican
45459,italian
31295,filipino
44977,southern_us
18322,chinese
23257,thai
10084,italian
16445,indian
10594,chinese
26828,greek
47643,chinese
49680,chinese
27446,italian
8731,italian
37341,indian
42241,japanese
13669,chinese
21403,southern_us
688,mexican
23894,italian
35753,italian
44692,italian
235,mexican
20982,jamaican
10166,mexican
2187,italian
5022,italian
49037,italian
44478,french
8912,brazilian
8919,italian
23856,southern_us
14647,mexican
48870,filipino
14377,mexican
18548,french
39591,french
46746,italian
31926,italian
10159,spanish
11342,chinese
32421,italian
19969,french
3029,spanish
39565,french
7426,mexican
20624,italian
4385,british
18761,french
46710,chinese
46241,french
14208,indian
29323,southern_us
40663,french
32391,italian
9506,italian
35402,french
48796,italian
4657,chinese
2404,russian
36923,italian
41762,french
19344,chinese
19876,italian
39452,mexican
19209,mexican
35461,mexican
5784,french
40345,british
24765,jamaican
25563,italian
40680,mexican
36932,brazilian
28106,mexican
12717,chinese
40100,greek
6960,russian
20724,korean
24433,italian
32118,chinese
22353,italian
23040,chinese
46246,cajun_creole
36642,southern_us
21579,brazilian
24073,italian
16775,mexican
24732,greek
24221,italian
33300,indian
34971,chinese
19777,italian
24337,italian
24709,japanese
28557,italian
8963,greek
31515,italian
22575,indian
11011,brazilian
42030,french
48012,filipino
13623,chinese
49552,indian
5702,chinese
3847,italian
34221,brazilian
4312,indian
35834,italian
11849,cajun_creole
38290,indian
3064,southern_us
30099,french
37354,italian
27877,italian
45642,italian
10629,mexican
17557,mexican
3725,indian
49507,spanish
5560,moroccan
42239,indian
29559,chinese
46028,cajun_creole
26523,italian
28313,indian
32502,indian
43610,brazilian
35563,italian
22160,japanese
11258,chinese
36220,cajun_creole
15974,french
30449,indian
29676,cajun_creole
29951,chinese
2268,british
36813,greek
28096,mexican
40471,french
6545,french
33598,indian
22338,mexican
41918,french
2133,mexican
42259,indian
11056,mexican
7034,italian
17040,italian
35238,cajun_creole
46155,french
23356,italian
3909,indian
22107,french
1656,chinese
9302,russian
19473,italian
13566,british
23424,italian
4139,chinese
15970,russian
47732,french
37251,southern_us
44870,french
9773,irish
2131,italian
6381,italian
9613,filipino
47364,japanese
34376,italian
26408,indian
4763,italian
18982,italian
2766,filipino
19247,chinese
13462,french
19678,irish
22814,italian
18582,mexican
3124,chinese
19347,greek
8812,cajun_creole
22037,greek
15423,italian
35960,italian
49336,mexican
1255,greek
17646,italian
20631,french
19492,mexican
22895,chinese
18607,brazilian
34569,chinese
48356,french
12252,southern_us
21071,french
22458,mexican
19585,british
15597,italian
15038,british
20028,italian
29764,mexican
17206,southern_us
40901,mexican
37954,chinese
16933,chinese
42657,chinese
21846,chinese
33834,mexican
25873,greek
5938,greek
34762,chinese
39835,french
5805,indian
13914,chinese
45924,jamaican
41460,cajun_creole
37287,italian
25059,italian
34872,mexican
7524,chinese
10427,chinese
8014,italian
14740,italian
24329,italian
38514,mexican
12665,chinese
24655,italian
7078,chinese
15995,italian
15861,mexican
30662,mexican
17836,italian
2078,spanish
3600,french
46302,indian
28375,southern_us
34839,french
18345,greek
23205,mexican
34763,filipino
26692,british
10317,indian
11767,cajun_creole
36881,french
33468,chinese
20669,mexican
18159,chinese
22891,russian
39588,italian
35941,southern_us
15981,mexican
26013,chinese
5076,chinese
1573,italian
39380,greek
13845,french
35146,british
32924,french
9567,italian
35203,italian
39666,italian
17786,brazilian
21936,italian
8668,brazilian
41339,indian
32268,italian
29706,mexican
42032,cajun_creole
8105,southern_us
11218,irish
7159,italian
47817,british
1572,cajun_creole
38720,indian
14780,mexican
31839,french
6501,italian
39533,southern_us
22820,southern_us
9619,chinese
14025,italian
19697,italian
5370,greek
32639,cajun_creole
15249,korean
47776,italian
48134,mexican
24141,cajun_creole
4117,chinese
20578,french
47585,russian
20326,brazilian
43932,brazilian
29704,chinese
12447,filipino
38117,brazilian
2684,greek
25371,greek
25518,italian
27083,italian
16073,indian
45667,irish
44188,spanish
44888,mexican
41594,indian
1061,filipino
6536,italian
31586,mexican
9792,indian
40395,thai
24861,french
32253,indian
31082,chinese
19298,chinese
6600,french
46939,french
6092,southern_us
36600,chinese
45979,italian
46910,italian
14174,italian
10609,mexican
28647,mexican
19066,mexican
16803,irish
49114,italian
14664,greek
39670,southern_us
4583,chinese
31121,southern_us
12589,chinese
22551,indian
11817,greek
22003,indian
42091,french
45966,brazilian
6811,irish
2711,italian
44757,chinese
5349,italian
30294,indian
48944,indian
44048,italian
411,russian
44998,chinese
18078,southern_us
48533,italian
16485,thai
32939,french
11808,cajun_creole
23059,korean
16466,cajun_creole
7315,british
13178,indian
2751,indian
41395,mexican
20534,french
12111,french
38708,southern_us
37481,indian
28048,cajun_creole
13123,cajun_creole
2174,chinese
17190,cajun_creole
25756,mexican
38180,cajun_creole
26892,cajun_creole
23757,italian
8553,irish
36272,indian
35224,mexican
5203,italian
23565,southern_us
31420,greek
43491,chinese
38773,indian
15223,indian
17763,cajun_creole
24528,spanish
21704,french
45329,greek
48876,southern_us
3741,italian
47710,french
9182,italian
13782,indian
3369,chinese
11985,southern_us
39817,indian
26869,italian
37461,indian
24217,chinese
2474,italian
45929,french
12768,southern_us
924,brazilian
13258,british
7955,indian
37056,chinese
17934,mexican
5843,italian
46881,cajun_creole
4049,italian
24173,irish
4683,italian
32612,filipino
11314,mexican
13550,mexican
2483,indian
9573,italian
34113,chinese
37865,filipino
36951,brazilian
4703,indian
10734,indian
40444,filipino
44334,british
35991,greek
34020,italian
3743,irish
18305,chinese
7877,italian
10606,french
30584,french
9266,indian
35196,italian
41070,mexican
25930,chinese
48564,southern_us
14213,indian
6618,thai
18479,cajun_creole
10279,mexican
30750,cajun_creole
45701,french
22947,korean
6467,japanese
16365,indian
7184,italian
23270,japanese
41805,cajun_creole
7537,italian
18616,korean
42857,indian
37906,cajun_creole
16846,italian
573,mexican
26657,italian
12408,british
38232,italian
33447,french
40227,cajun_creole
35760,cajun_creole
1385,greek
47866,italian
30871,chinese
22604,chinese
39397,french
38782,brazilian
45343,french
26112,indian
10209,italian
31702,indian
37943,japanese
23471,italian
3529,vietnamese
46794,italian
16626,indian
32361,brazilian
20932,cajun_creole
11183,italian
33661,italian
12681,mexican
2450,chinese
23979,italian
18465,greek
28234,italian
47449,mexican
33869,indian
4924,brazilian
18862,chinese
30556,indian
35762,french
7396,mexican
21232,indian
18299,indian
35468,greek
42838,greek
33972,cajun_creole
46021,jamaican
1627,italian
28873,italian
38927,mexican
25262,chinese
19152,japanese
11061,southern_us
27000,cajun_creole
37396,japanese
47358,mexican
47825,french
24681,southern_us
37706,french
44056,southern_us
38298,greek
30788,italian
36144,french
21792,italian
31745,mexican
15104,french
30589,indian
14235,filipino
2608,french
34828,italian
3282,russian
4336,spanish
25666,cajun_creole
17831,mexican
17008,cajun_creole
35845,mexican
19494,chinese
30797,cajun_creole
33763,mexican
19950,southern_us
23089,mexican
32074,chinese
49640,mexican
8403,chinese
15879,italian
7949,indian
31483,thai
32928,british
27647,southern_us
34616,french
21113,chinese
41599,cajun_creole
23924,chinese
36335,chinese
36194,brazilian
10980,mexican
45999,japanese
3943,filipino
188,italian
5799,french
20964,irish
2716,french
5464,italian
17640,cajun_creole
39437,filipino
14835,thai
3094,french
14826,italian
30173,greek
37811,italian
22363,chinese
6369,french
26850,chinese
48887,italian
44405,italian
21477,mexican
32697,mexican
38843,british
20076,filipino
26429,mexican
35648,indian
41794,mexican
22100,italian
30216,indian
17656,filipino
17317,italian
4928,italian
43965,french
6404,french
12274,chinese
6651,italian
40406,french
40933,irish
23419,mexican
37867,mexican
28834,greek
23912,filipino
4791,mexican
36354,japanese
32298,italian
44577,japanese
48859,chinese
32485,italian
8394,cajun_creole
7708,italian
38385,brazilian
22622,vietnamese
29716,indian
44462,mexican
9422,mexican
22499,indian
36,italian
434,italian
5479,mexican
42420,chinese
47346,irish
44568,mexican
38650,italian
19191,chinese
22848,greek
17886,mexican
6036,british
38608,italian
12890,japanese
15709,southern_us
13125,italian
48454,italian
36627,irish
47884,italian
28,italian
45365,mexican
40795,chinese
17651,cajun_creole
1530,cajun_creole
17604,japanese
4700,mexican
24972,italian
23525,mexican
7092,italian
43757,greek
4808,mexican
7249,russian
27589,chinese
47523,southern_us
44244,italian
10383,chinese
37285,mexican
21332,chinese
7311,italian
28052,italian
31653,italian
1740,greek
5484,italian
41406,mexican
41907,chinese
46515,mexican
38392,italian
15925,japanese
5094,irish
31816,chinese
35713,southern_us
31296,italian
41640,italian
22419,indian
47874,mexican
6570,french
6936,mexican
34063,filipino
34141,mexican
44572,italian
28425,brazilian
38481,chinese
18955,brazilian
46466,italian
5692,filipino
39836,mexican
33718,indian
36250,french
286,indian
29766,italian
20541,chinese
31173,russian
46440,chinese
23905,korean
37232,cajun_creole
8517,cajun_creole
21249,cajun_creole
32700,jamaican
22845,mexican
45461,italian
1307,cajun_creole
30010,italian
21646,mexican
28148,italian
26450,mexican
16602,mexican
9928,indian
27063,italian
22273,irish
12744,indian
28272,italian
30350,french
23362,southern_us
13645,greek
16942,french
34970,cajun_creole
27829,mexican
38058,mexican
13256,mexican
31859,italian
43027,italian
22235,chinese
2933,filipino
45981,italian
11460,italian
33770,brazilian
24399,french
8006,cajun_creole
48885,italian
42585,mexican
40160,mexican
45541,italian
22410,mexican
26226,chinese
4591,indian
5457,indian
39085,italian
24040,spanish
6576,japanese
34310,cajun_creole
27350,indian
9968,thai
2464,brazilian
27952,chinese
43388,british
33143,mexican
28083,italian
15927,mexican
10255,french
8011,irish
5195,chinese
36015,mexican
40910,french
11309,indian
47556,mexican
27958,korean
27198,indian
643,italian
40853,indian
15815,chinese
2063,irish
19827,british
33443,italian
44632,chinese
26773,chinese
3203,greek
32873,french
24806,cajun_creole
45942,french
1324,french
32526,chinese
48093,french
48942,french
8845,italian
11546,italian
44358,mexican
3209,french
10553,italian
44430,italian
44712,cajun_creole
16351,indian
44644,italian
31670,cajun_creole
49147,southern_us
19750,italian
48121,chinese
22722,italian
9910,italian
14236,italian
48341,mexican
23190,italian
20362,greek
44794,southern_us
39419,indian
13526,japanese
42270,chinese
37208,mexican
33824,spanish
29953,italian
16387,korean
37672,cajun_creole
1868,italian
24984,chinese
47128,italian
44303,chinese
20318,chinese
7513,italian
13261,filipino
19259,indian
31103,french
24037,irish
29984,french
28159,british
5318,indian
23962,mexican
2084,italian
41793,italian
18960,italian
17025,brazilian
15510,southern_us
36832,italian
20643,russian
4154,thai
10510,french
45117,mexican
43403,italian
42471,mexican
6942,italian
33309,french
6689,italian
48687,italian
9880,french
25590,italian
21842,mexican
27151,indian
565,japanese
21740,mexican
42399,french
35928,french
47060,southern_us
43147,indian
16625,french
16769,italian
12515,indian
14731,jamaican
11658,italian
49467,chinese
19749,italian
39723,japanese
5722,moroccan
31967,italian
39857,italian
16534,french
27334,italian
32215,vietnamese
34903,french
24990,brazilian
31307,irish
38874,mexican
24130,italian
27816,korean
939,korean
38293,french
7889,cajun_creole
22114,southern_us
24614,french
48827,thai
3387,french
41676,french
3152,mexican
38805,indian
27078,chinese
34940,french
16855,chinese
41891,mexican
36715,indian
49455,french
26522,french
28420,italian
329,french
18986,cajun_creole
31705,russian
7402,italian
10212,british
10640,korean
38014,brazilian
5172,italian
26986,southern_us
5088,thai
24522,chinese
1900,mexican
4801,filipino
27932,japanese
30941,italian
42354,indian
48854,cajun_creole
39058,italian
34294,french
46593,british
22582,brazilian
36937,filipino
34596,brazilian
42570,french
10147,moroccan
44796,filipino
46819,italian
30905,jamaican
34980,italian
49265,italian
37563,french
25673,chinese
14267,italian
32410,italian
26392,mexican
27384,brazilian
43045,filipino
22576,mexican
11597,italian
22656,french
47811,greek
7925,british
14860,italian
27525,chinese
7798,french
10848,italian
19062,mexican
32224,chinese
11529,italian
12155,southern_us
30628,cajun_creole
21909,southern_us
14291,cajun_creole
3323,british
6502,italian
25833,italian
31108,british
47484,french
27396,french
48147,chinese
10489,indian
12014,italian
4904,greek
36607,italian
12756,mexican
32462,french
42204,jamaican
246,indian
47061,korean
15908,mexican
29572,greek
13458,mexican
14022,southern_us
40437,thai
48136,mexican
17687,italian
48504,jamaican
22857,british
11465,indian
42107,italian
12514,mexican
46339,indian
8383,chinese
27362,southern_us
38646,brazilian
44084,chinese
12946,thai
11670,indian
34916,italian
2944,mexican
33063,mexican
26982,jamaican
2231,mexican
5118,indian
28258,chinese
44113,brazilian
47328,chinese
33937,british
40399,italian
23562,mexican
12787,cajun_creole
13992,french
